id_commande;id_client;date_commande;id_produit;quantite;prix_unitaire_applique;statut;mode_livraison;motif_annulation
CMD001247;C0150;19/04/2025;15;1;5.80;livrée;point_relais;
CMD001248;C0309;2025-04-20;38;1;5.60;livrée;point_relais;
CMD001248;C0309;20-04-25;10;1,5;2.90;LIVREE;point_relais;
CMD001249;C0242;2025-04-20;17;1;3.00;LIVREE;point_relais;
CMD001249;C0242;20/04/2025;37;2;3.10;Livrée;point_relais;
CMD001250;C0237;2025-04-20;1;2;4.20;LIVREE;retrait_ferme;
CMD001251;C0245;2025-04-20;40;1;3.50;LIVREE;point_relais;
CMD001251;C0245;2025-04-20;15;3;5.80;Livree;point_relais;
CMD001252;C0185;2025-04-20;26;4;8.90;LIVREE;domicile;
CMD001252;C0185;2025-04-20;28;2;1,90;Livree;domicile;
CMD001252;C0185;2025-04-20;15;1,5;5.80;livrée;domicile;
CMD001253;C0110;2025-04-20;25;1;4.90;Livree;domicile;
CMD001253;C0110;2025-04-20;11;3;3,20;Livrée;domicile;
CMD001253;C0110;2025-04-20;9;1.5;9.00;LIVREE;domicile;
CMD001254;C0185;20/04/2025;24;3;5.60;livrée;domicile;
CMD001255;C0211;2025-04-20;6;2;1.40;Livree;retrait_ferme;
CMD001255;C0211;20-04-25;13;3;5,40;Livrée;retrait_ferme;
CMD001255;C0211;2025-04-20;3;3;3.60;LIVREE;retrait_ferme;
CMD001256;C0031;2025-04-20;17;4;3.00;livrée;domicile;
CMD001256;C0031;20/04/2025;13;1;5.40;Livrée;domicile;
CMD001256;C0031;2025-04-20;37;3;3,10;livrée;domicile;
CMD001257;C0032;2025-04-20;12;1.5;3,50;livrée;Retrait_ferme;
CMD001257;C0032;2025-04-20;1;3;4,20;livrée;retrait_ferme;
CMD001257;C0032;20-04-25;17;3;3.00;Livree;retrait_ferme;
CMD001257;C0032;2025-04-20;21;2;9.90;Livrée;retrait_ferme;
CMD001258;C0120;2025-04-20;8;1;2.60;Livrée;domicile;
CMD001258;C0120;2025-04-20;24;4;5.60;Livree;domicile;
CMD001258;C0120;20/04/2025;25;3;4.90;Livrée;domicile;
CMD001259;C0242;2025-04-20;30;0,5;24.00;Livrée;point_relais;
CMD001259;C0242;2025-04-20;23;4;12,50;LIVREE;point_relais;
CMD001259;C0242;2025-04-20;20;1;8,20;LIVREE;point_relais;
CMD001260;C0046;21/04/2025;12;1;3,50;livrée;domicile;
CMD001261;C0287;2025-04-21;37;3;3.10;ANNULEE;point_relais;client absent
CMD001262;C0080;2025-04-21;12;1,5;3,50;livrée;point_relais;
CMD001262;C0080;2025-04-21;29;0,2;28.00;livrée;point_relais;
CMD001262;C0080;2025-04-21;10;0.5;2.90;Livree;point_relais;
CMD001263;C0042;2025-04-21;5;1.5;1.90;Livree;domicile;
CMD001263;C0042;2025-04-21;24;3;5,60;LIVREE;domicile;
CMD001264;C0188;2025-04-21;30;0.5;24.00;Livree;point_relais;
CMD001264;C0188;2025-04-21;9;3;9.00;Livrée;point_relais;
CMD001264;C0188;2025-04-21;31;2;1.20;Livrée;point_relais;
CMD001264;C0188;2025-04-21;8;2;2.60;livrée;point_relais;
CMD001264;C0188;2025-04-21;28;2;1.90;Livree;point_relais;
CMD001265;C0040;2025-04-21;38;1;5,60;Annulée;domicile;client absent
CMD001265;C0040;2025-04-21;23;1;12,50;Annulée;domicile;client absent
CMD001265;C0040;2025-04-21;35;1;3,90;ANNULEE;domicile;client absent
CMD001265;C0040;2025-04-21;20;1;8.20;annulée;domicile;client absent
CMD001265;C0040;21-04-25;30;0.5;24,00;Annulée;Domicile;client absent
CMD001266;C0103;2025-04-21;3;2;3.60;Livree;point_relais;
CMD001267;C0112;2025-04-21;15;1.5;5.80;LIVREE;point_relais;
CMD001267;C0112;2025-04-21;33;1;4.20;livrée;point_relais;
CMD001267;C0112;2025-04-21;10;2;2.90;Livrée;point_relais;
CMD001267;C0112;2025-04-21;13;0.5;5.40;livrée;point_relais;
CMD001268;C0097;2025-04-22;39;3;4.90;livrée;point_relais;
CMD001268;C0097;2025-04-22;14;0,5;4.90;livrée;point_relais;
CMD001269;C0031;2025-04-22;20;1;8.20;Livree;point_relais;
CMD001270;C0006;2025-04-22;21;2;9.90;Annulée;domicile;client absent
CMD001270;C0006;2025-04-22;25;4;4.90;annulee;domicile;client absent
CMD001270;C0006;2025-04-22;15;0.5;5,80;annulée;domicile;client absent
CMD001270;C0006;2025-04-22;7;1;4.50;annulee;domicile;client absent
CMD001270;C0006;2025-04-22;35;1;3.90;annulée;domicile;client absent
CMD001271;C0045;2025-04-22;12;1.5;3.50;LIVREE;retrait_ferme;
CMD001271;C0045;2025-04-22;21;1;9,90;Livrée;retrait_ferme;
CMD001271;C0045;2025-04-22;4;0,5;2.10;livrée;retrait_ferme;
CMD001271;C0045;22-04-25;5;3;1,90;LIVREE;retrait_ferme;
CMD001271;C0045;2025-04-22;32;2;2.20;LIVREE;retrait_ferme;
CMD001272;C0080;2025-04-22;12;1,5;3,50;Livrée;domicile;
CMD001272;C0080;2025-04-22;6;4;1.40;Livrée;domicile;
CMD001273;C0159;2025-04-22;26;1;8.90;Livree;point_relais;
CMD001274;C0076;22/04/2025;30;0.5;24,00;Livrée;domicile;
CMD001274;C0076;2025-04-22;37;4;3.10;Livrée;domicile;
CMD001274;C0076;2025-04-22;37;4;3.10;Livrée;domicile;
CMD001275;C0309;2025-04-22;18;4;4.20;Livrée;retrait_ferme;
CMD001275;C0309;2025-04-22;15;1.5;5.80;Livrée;retrait_ferme;
CMD001275;C0309;2025-04-22;35;2;3.90;Livrée;retrait_ferme;
CMD001276;C0031;2025-04-22;5;2;1,90;Livree;point_relais;
CMD001276;C0031;2025-04-22;13;1;5.40;livrée;point_relais;
CMD001276;C0031;2025-04-22;35;1;3.90;livrée;point_relais;
CMD001277;C0301;2025-04-22;11;1.5;3,20;LIVREE;point_relais;
CMD001278;C0183;2025-04-22;20;2;8.20;Livree;point_relais;
CMD001278;C0183;2025-04-22;6;1;1.40;Livree;point_relais;
CMD001278;C0183;2025-04-22;7;3;4,50;LIVREE;point_relais;
CMD001279;C0075;2025-04-23;11;1.5;3.20;livrée;domicile;
CMD001279;C0075;2025-04-23;34;1;4.80;Livree;domicile;
CMD001279;C0075;2025-04-23;4;3;2.10;Livree;domicile;
CMD001279;C0075;2025-04-23;12;3;3,50;Livree;domicile;
CMD001280;C0242;2025-04-23;16;1.5;8,50;LIVREE;point_relais;
CMD001280;C0242;2025-04-23;2;0.5;2.80;Livrée;point_relais;
CMD001280;C0242;23/04/2025;21;3;9.90;livrée;point_relais;
CMD001280;C0242;23/04/2025;21;3;9.90;livrée;point_relais;
CMD001281;C0133;23/04/2025;8;1;2.60;Annulée;domicile;paiement refusé
CMD001281;C0133;2025-04-23;25;2;4.90;annulee;domicile;paiement refusé
CMD001281;C0133;23/04/2025;31;1;1,20;ANNULEE;domicile;paiement refusé
CMD001281;C0133;2025-04-23;14;0.5;4.90;annulée;domicile;paiement refusé
CMD001282;C0079;2025-04-23;6;2;1.40;Livrée;Domicile;
CMD001282;C0079;2025-04-23;8;3;2.60;Livree;domicile;
CMD001282;C0079;2025-04-23;19;1;7.50;Livree;domicile;
CMD001282;C0079;2025-04-23;2;2;2.80;livrée;domicile;
CMD001283;C0148;2025-04-23;21;3;9.90;LIVREE;domicile;
CMD001283;C0148;2025-04-23;26;1;8.90;LIVREE;domicile;
CMD001284;C0065;2025-04-23;29;0,5;28,00;Livrée;point_relais;
CMD001284;C0065;2025-04-23;30;0,5;24.00;LIVREE;point_relais;
CMD001285;C0265;2025-04-23;4;2;2,10;Annulée;domicile;rupture de stock
CMD001285;C0265;2025-04-23;30;0.2;24.00;annulee;domicile;rupture de stock
CMD001285;C0265;2025-04-23;26;4;8,90;ANNULEE;domicile;rupture de stock
CMD001286;C0014;24/04/2025;12;1,5;3.50;Livree;domicile;
CMD001286;C0014;2025-04-24;21;3;9.90;Livree;domicile;
CMD001287;C0104;24/04/2025;24;2;5.60;LIVREE;domicile;
CMD001287;C0104;2025-04-24;34;1;4,80;Livrée;domicile;
CMD001287;C0104;24/04/2025;29;0.2;28.00;LIVREE;domicile;
CMD001287;C0104;2025-04-24;2;0.5;2.80;Livrée;domicile;
CMD001288;C0044;2025-04-24;15;2;5.80;LIVREE;Retrait_ferme;
CMD001288;C0044;2025-04-24;6;3;1,40;Livree;retrait_ferme;
CMD001288;C0044;2025-04-24;29;0.2;28.00;Livrée;Retrait_ferme;
CMD001288;C0044;24-04-25;26;1;8,90;LIVREE;retrait_ferme;
CMD001289;C0032;2025-04-24;9;1,5;9.00;Livrée;point_relais;
CMD001290;C0276;24/04/2025;28;2;1.90;livrée;domicile;
CMD001290;C0276;2025-04-24;12;3;3,50;livrée;Domicile;
CMD001290;C0276;2025-04-24;3;1.5;3.60;livrée;domicile;
CMD001290;C0276;24-04-25;19;1;7,50;Livrée;domicile;
CMD001290;C0276;2025-04-24;20;3;8.20;LIVREE;domicile;
CMD001291;C0151;2025-04-24;14;2;4.90;Livree;domicile;
CMD001291;C0151;2025-04-24;6;1;1.40;Livrée;domicile;
CMD001292;C0018;2025-04-24;17;1;3.00;Livree;point_relais;
CMD001292;C0018;24-04-25;38;2;5.60;LIVREE;point_relais;
CMD001292;C0018;2025-04-24;9;3;9,00;livrée;point_relais;
CMD001293;C0271;2025-04-24;29;0.2;28.00;Livrée;domicile;
CMD001293;C0271;2025-04-24;9;2;9.00;Livrée;Domicile;
CMD001293;C0271;2025-04-24;1;3;4.20;livrée;domicile;
CMD001294;C0208;2025-04-25;19;2;7.50;LIVREE;Domicile;
CMD001295;C0120;2025-04-25;29;0,2;28,00;Livrée;point_relais;
CMD001295;C0120;2025-04-25;9;2;9.00;LIVREE;point_relais;
CMD001295;C0120;2025-04-25;1;1;4.20;Livree;point_relais;
CMD001296;C0110;25/04/2025;8;1,5;2.60;LIVREE;Point_relais;
CMD001296;C0110;2025-04-25;15;3;5.80;livrée;point_relais;
CMD001296;C0110;2025-04-25;11;1;3.20;livrée;point_relais;
CMD001297;C0273;2025-04-25;6;3;1.40;livrée;domicile;
CMD001298;C0259;25/04/2025;29;0.2;28.00;livrée;point_relais;
CMD001299;C0178;2025-04-25;40;1;3.50;Annulée;domicile;météo
CMD001299;C0178;25/04/2025;25;2;4,90;Annulée;domicile;météo
CMD001299;C0178;2025-04-25;36;4;5.20;ANNULEE;domicile;météo
CMD001300;C0094;25-04-25;33;4;4,20;Livrée;domicile;
CMD001300;C0094;25/04/2025;31;2;1,20;LIVREE;domicile;
CMD001300;C0094;2025-04-25;27;2;3.40;LIVREE;domicile;
CMD001300;C0094;25-04-25;25;1;4.90;Livree;domicile;
CMD001300;C0094;2025-04-25;17;3;3,00;Livree;domicile;
CMD001301;C0199;25/04/2025;17;2;3.00;LIVREE;domicile;
CMD001301;C0199;2025-04-25;15;0.5;5.80;LIVREE;domicile;
CMD001301;C0199;25/04/2025;37;3;3,10;LIVREE;domicile;
CMD001301;C0199;25/04/2025;25;3;4.90;LIVREE;domicile;
CMD001302;C0270;2025-04-25;24;3;5,60;LIVREE;domicile;
CMD001302;C0270;25/04/2025;26;3;8,90;livrée;domicile;
CMD001303;C0216;2025-04-26;29;0.2;28.00;Livree;point_relais;
CMD001303;C0216;2025-04-26;30;0.5;24,00;Livree;Point_relais;
CMD001303;C0216;2025-04-26;22;3;4.80;Livree;point_relais;
CMD001304;C0031;2025-04-26;30;0.5;24.00;livrée;domicile;
CMD001304;C0031;2025-04-26;8;3;2.60;LIVREE;domicile;
CMD001304;C0031;26/04/2025;38;4;5.60;LIVREE;domicile;
CMD001304;C0031;26-04-25;24;4;5.60;LIVREE;domicile;
CMD001304;C0031;2025-04-26;27;2;3,40;livrée;domicile;
CMD001305;C0225;2025-04-26;12;1.5;3.50;livrée;retrait_ferme;
CMD001305;C0225;2025-04-26;23;1;12.50;Livree;retrait_ferme;
CMD001305;C0225;2025-04-26;23;1;12.50;Livree;retrait_ferme;
CMD001305;C0225;2025-04-26;34;3;4.80;Livrée;retrait_ferme;
CMD001305;C0225;2025-04-26;40;4;3.50;livrée;retrait_ferme;
CMD001305;C0225;2025-04-26;19;4;7,50;livrée;retrait_ferme;
CMD001306;C0037;2025-04-26;11;0.5;3,20;Livrée;retrait_ferme;
CMD001307;C0172;2025-04-26;29;0.5;28.00;livrée;domicile;
CMD001307;C0172;2025-04-26;4;3;2,10;Livree;domicile;
CMD001308;C0098;2025-04-26;6;2;1.40;Livrée;retrait_ferme;
CMD001308;C0098;2025-04-26;40;2;3.50;livrée;retrait_ferme;
CMD001309;C0245;2025-04-26;5;3;1,90;LIVREE;point_relais;
CMD001309;C0245;26/04/2025;14;3;4.90;livrée;point_relais;
CMD001309;C0245;2025-04-26;11;0.5;3.20;livrée;point_relais;
CMD001310;C0082;26/04/2025;20;3;8.20;livrée;domicile;
CMD001310;C0082;2025-04-26;25;1;4.90;livrée;domicile;
CMD001310;C0082;2025-04-26;32;3;2.20;Livree;domicile;
CMD001310;C0082;26/04/2025;38;2;5,60;LIVREE;domicile;
CMD001311;C0037;2025-04-26;31;1;1.20;LIVREE;point_relais;
CMD001311;C0037;2025-04-26;31;1;1.20;LIVREE;point_relais;
CMD001311;C0037;2025-04-26;13;3;5,40;LIVREE;point_relais;
CMD001311;C0037;2025-04-26;14;1.5;4,90;Livree;point_relais;
CMD001312;C0120;2025-04-26;37;1;3,10;livrée;point_relais;
CMD001312;C0120;2025-04-26;13;2;5,40;Livree;point_relais;
CMD001313;C0124;2025-04-26;18;3;4.20;livrée;point_relais;
CMD001313;C0124;2025-04-26;37;2;3.10;Livree;point_relais;
CMD001313;C0124;2025-04-26;14;1.5;4.90;LIVREE;Point_relais;
CMD001313;C0124;26/04/2025;11;3;3.20;LIVREE;point_relais;
CMD001313;C0124;2025-04-26;40;2;3.50;Livree;Point_relais;
CMD001314;C0032;2025-04-26;30;0.2;24.00;Livrée;point_relais;
CMD001314;C0032;2025-04-26;33;4;4.20;livrée;point_relais;
CMD001314;C0032;2025-04-26;3;3;3.60;Livree;point_relais;
CMD001315;C0182;2025-04-26;7;1;4,50;livrée;point_relais;
CMD001316;C0224;26/04/2025;24;2;5.60;livrée;Retrait_ferme;
CMD001316;C0224;2025-04-26;7;0.5;4.50;Livree;retrait_ferme;
CMD001316;C0224;2025-04-26;1;0.5;4.20;Livree;retrait_ferme;
CMD001316;C0224;2025-04-26;30;0,5;24.00;livrée;retrait_ferme;
CMD001317;C0002;2025-04-26;31;2;1.20;Livrée;point_relais;
CMD001317;C0002;2025-04-26;7;2;4.50;Livree;point_relais;
CMD001317;C0002;2025-04-26;25;2;4.90;LIVREE;point_relais;
CMD001318;C0158;2025-04-27;28;4;1.90;livrée;retrait_ferme;
CMD001318;C0158;2025-04-27;28;4;1.90;livrée;retrait_ferme;
CMD001319;C0023;2025-04-27;32;1;2.20;Livrée;domicile;
CMD001319;C0023;2025-04-27;20;2;8.20;Livree;domicile;
CMD001320;C0191;2025-04-27;5;1;1.90;livrée;domicile;
CMD001320;C0191;27-04-25;36;1;5.20;LIVREE;domicile;
CMD001320;C0191;2025-04-27;21;1;9.90;Livree;domicile;
CMD001321;C0165;27/04/2025;10;1;2.90;Livree;Retrait_ferme;
CMD001322;C0036;2025-04-27;7;2;4.50;Livrée;point_relais;
CMD001322;C0036;2025-04-27;23;1;12.50;livrée;point_relais;
CMD001322;C0036;2025-04-27;1;0.5;4.20;Livree;point_relais;
CMD001323;C0273;2025-04-27;38;1;5.60;Livrée;point_relais;
CMD001323;C0273;27/04/2025;22;2;4.80;LIVREE;point_relais;
CMD001324;C0108;2025-04-27;33;2;4.20;LIVREE;point_relais;
CMD001324;C0108;27/04/2025;22;1;4.80;LIVREE;Point_relais;
CMD001325;C0079;2025-04-27;16;2;8.50;LIVREE;domicile;
CMD001326;C0099;2025-04-27;17;2;3.00;LIVREE;retrait_ferme;
CMD001326;C0099;2025-04-27;36;1;5.20;LIVREE;retrait_ferme;
CMD001327;C0089;2025-04-27;11;1.5;3,20;Annulée;domicile;client absent
CMD001328;C0279;2025-04-27;23;N/A;12,50;livrée;domicile;
CMD001328;C0279;2025-04-27;9;3;9.00;Livree;domicile;
CMD001328;C0279;27-04-25;8;2;2.60;livrée;domicile;
CMD001328;C0279;27-04-25;4;1,5;2.10;LIVREE;domicile;
CMD001329;C0132;27/04/2025;33;3;4.20;livrée;domicile;
CMD001329;C0132;2025-04-27;2;1.5;2.80;Livree;domicile;
CMD001330;C0163;27/04/2025;28;2;1.90;LIVREE;domicile;
CMD001330;C0163;2025-04-27;18;2;4,20;Livrée;domicile;
CMD001331;C0254;2025-04-28;1;2;4.20;Livrée;point_relais;
CMD001331;C0254;2025-04-28;25;3;4,90;livrée;point_relais;
CMD001331;C0254;2025-04-28;18;3;4.20;LIVREE;point_relais;
CMD001331;C0254;2025-04-28;32;2;2,20;livrée;point_relais;
CMD001332;C0084;28/04/2025;12;3;3,50;livrée;retrait_ferme;
CMD001332;C0084;2025-04-28;35;4;3,90;LIVREE;retrait_ferme;
CMD001332;C0084;2025-04-28;31;2;1.20;livrée;Retrait_ferme;
CMD001332;C0084;2025-04-28;4;1.5;2.10;Livrée;retrait_ferme;
CMD001333;C0065;2025-04-28;7;3;4.50;Livree;retrait_ferme;
CMD001333;C0065;28/04/2025;30;0,5;24,00;Livrée;retrait_ferme;
CMD001333;C0065;2025-04-28;19;3;7.50;Livrée;retrait_ferme;
CMD001334;C0137;2025-04-28;22;3;4.80;Livrée;Point_relais;
CMD001334;C0137;2025-04-28;27;3;3.40;Livrée;point_relais;
CMD001335;C0178;28-04-25;3;2;3.60;Livrée;point_relais;
CMD001335;C0178;2025-04-28;5;1.5;1.90;Livrée;point_relais;
CMD001335;C0178;2025-04-28;35;1;3.90;LIVREE;point_relais;
CMD001336;C0183;2025-04-28;22;1;4,80;Livrée;domicile;
CMD001337;C0023;2025-04-28;24;2;5.60;livrée;retrait_ferme;
CMD001338;C0259;2025-04-28;40;3;3.50;Livrée;domicile;
CMD001338;C0259;28/04/2025;37;1;3.10;LIVREE;domicile;
CMD001339;C0098;2025-04-28;28;2;1.90;Livree;domicile;
CMD001339;C0098;2025-04-28;13;0.5;5.40;Livree;domicile;
CMD001340;C0031;2025-04-28;1;1;4.20;Livrée;domicile;
CMD001340;C0031;2025-04-28;19;1;7,50;LIVREE;domicile;
CMD001341;C0241;29-04-25;36;1;5,20;LIVREE;domicile;
CMD001341;C0241;2025-04-29;35;3;3.90;livrée;domicile;
CMD001341;C0241;2025-04-29;27;4;3.40;livrée;domicile;
CMD001341;C0241;2025-04-29;3;1;3.60;LIVREE;domicile;
CMD001342;C0291;2025-04-29;17;2;3.00;Livree;retrait_ferme;
CMD001342;C0291;2025-04-29;20;2;8.20;Livree;retrait_ferme;
CMD001342;C0291;2025-04-29;12;2;3,50;Livrée;retrait_ferme;
CMD001343;C0227;29/04/2025;39;2;4.90;Livrée;domicile;
CMD001344;C0201;2025-04-29;6;4;1.40;livrée;retrait_ferme;
CMD001344;C0201;2025-04-29;5;1.5;1,90;LIVREE;retrait_ferme;
CMD001344;C0201;2025-04-29;28;4;1.90;LIVREE;retrait_ferme;
CMD001344;C0201;2025-04-29;17;2;3.00;LIVREE;retrait_ferme;
CMD001345;C0126;29/04/2025;27;4;3.40;LIVREE;domicile;
CMD001345;C0126;2025-04-29;29;0.5;28.00;LIVREE;domicile;
CMD001346;C0183;2025-04-29;16;1,5;8.50;LIVREE;domicile;
CMD001347;C0092;2025-04-29;19;4;7,50;livrée;Domicile;
CMD001347;C0092;2025-04-29;11;1.5;3.20;livrée;domicile;
CMD001347;C0092;29/04/2025;15;3;5.80;LIVREE;domicile;
CMD001348;C0112;2025-04-30;1;1;4.20;Livree;Retrait_ferme;
CMD001348;C0112;30/04/2025;2;1;2.80;Livrée;retrait_ferme;
CMD001348;C0112;2025-04-30;31;1;1.20;LIVREE;retrait_ferme;
CMD001349;C0028;2025-04-30;18;2;4,20;livrée;point_relais;
CMD001349;C0028;2025-04-30;2;0.5;2.80;LIVREE;point_relais;
CMD001349;C0028;2025-04-30;9;0.5;9.00;Livree;point_relais;
CMD001349;C0028;2025-04-30;27;2;3.40;Livrée;point_relais;
CMD001350;C0270;2025-04-30;1;1,5;4.20;livrée;domicile;
CMD001350;C0270;30/04/2025;33;1;4.20;LIVREE;domicile;
CMD001351;C0016;2025-04-30;16;0.5;8.50;Livree;Domicile;
CMD001352;C0301;2025-04-30;35;4;3.90;annulee;domicile;client absent
CMD001352;C0301;2025-04-30;24;2;5.60;ANNULEE;domicile;client absent
CMD001352;C0301;2025-04-30;24;2;5.60;ANNULEE;domicile;client absent
CMD001352;C0301;2025-04-30;3;0,5;3.60;ANNULEE;domicile;client absent
CMD001353;C0307;2025-04-30;2;3;2.80;LIVREE;point_relais;
CMD001353;C0307;2025-04-30;3;3;3.60;LIVREE;point_relais;
CMD001353;C0307;30/04/2025;31;1;1.20;Livrée;point_relais;
CMD001353;C0307;30/04/2025;15;1;5.80;LIVREE;point_relais;
CMD001353;C0307;2025-04-30;33;2;4,20;Livrée;point_relais;
CMD001354;C0227;2025-04-30;30;0,5;24.00;livrée;retrait_ferme;
CMD001354;C0971;2025-04-30;7;1;4,50;LIVREE;retrait_ferme;
CMD001355;C0227;2025-04-30;13;0.5;5,40;LIVREE;point_relais;
CMD001355;C0227;2025-04-30;36;1;5.20;LIVREE;point_relais;
CMD001355;C0227;30/04/2025;23;1;12.50;Livrée;point_relais;
CMD001356;C0027;2025-04-30;6;1;1.40;Livree;retrait_ferme;
CMD001356;C0027;2025-04-30;16;3;8.50;LIVREE;retrait_ferme;
CMD001356;C0027;2025-04-30;19;1;7,50;livrée;retrait_ferme;
CMD001357;C0010;2025-04-30;39;2;4.90;Livrée;Point_relais;
CMD001357;C0010;30-04-25;36;1;5,20;LIVREE;point_relais;
CMD001357;C0010;2025-04-30;10;1;2,90;Livree;point_relais;
CMD001357;C0010;2025-04-30;18;3;4,20;LIVREE;point_relais;
CMD001358;C0217;2025-04-30;5;1;1.90;livrée;Point_relais;
CMD001358;C0217;2025-04-30;16;2;8,50;LIVREE;point_relais;
CMD001358;C0217;30/04/2025;7;0.5;4,50;Livree;point_relais;
CMD001358;C0217;2025-04-30;40;4;3.50;Livree;point_relais;
CMD001358;C0217;30/04/2025;26;2;8,90;Livrée;point_relais;
CMD001359;C0145;2025-05-01;35;1;3,90;LIVREE;domicile;
CMD001359;C0145;2025-05-01;40;4;3,50;Livrée;domicile;
CMD001359;C0145;2025-05-01;20;2;8.20;Livrée;Domicile;
CMD001359;C0145;2025-05-01;30;0.5;24.00;livrée;Domicile;
CMD001360;C0104;2025-05-01;37;1;3.10;Livrée;domicile;
CMD001360;C0104;2025-05-01;13;2;5.40;Livree;domicile;
CMD001360;C0104;2025-05-01;38;1;5.60;Livrée;domicile;
CMD001360;C0104;2025-05-01;16;2;8.50;LIVREE;domicile;
CMD001360;C0104;2025-05-01;31;2;1.20;Livrée;domicile;
CMD001361;C0032;01/05/2025;22;1;4.80;LIVREE;domicile;
CMD001361;C0032;01/05/2025;19;4;7.50;Livrée;domicile;
CMD001361;C0032;2025-05-01;1;1;4.20;Livrée;domicile;
CMD001362;C0168;2025-05-01;22;3;4,80;LIVREE;point_relais;
CMD001362;C0168;2025-05-01;6;1;1.40;livrée;point_relais;
CMD001362;C0168;2025-05-01;15;1.5;5.80;Livrée;point_relais;
CMD001363;C0098;2025-05-01;19;1;7.50;Livree;point_relais;
CMD001363;C0098;2025-05-01;27;2;3,40;LIVREE;point_relais;
CMD001364;C0138;2025-05-01;16;3;8,50;livrée;Domicile;
CMD001364;C0138;2025-05-01;34;4;4.80;livrée;domicile;
CMD001364;C0138;01/05/2025;25;2;4.90;livrée;domicile;
CMD001365;C0048;01-05-25;31;2;1.20;Livrée;domicile;
CMD001365;C0048;2025-05-01;19;1;7,50;livrée;domicile;
CMD001365;C0048;2025-05-01;23;4;12.50;livrée;domicile;
CMD001366;C0287;2025-05-01;14;2;4.90;Livree;retrait_ferme;
CMD001366;C0287;2025-05-01;33;2;4,20;Livrée;retrait_ferme;
CMD001367;C0113;2025-05-01;28;2;1.90;livrée;domicile;
CMD001367;C0113;2025-05-01;12;3;3,50;livrée;domicile;
CMD001368;C0287;2025-05-01;38;2;5.60;livrée;domicile;
CMD001368;C0287;2025-05-01;29;0.2;28.00;Livrée;domicile;
CMD001369;C0270;02/05/2025;23;2;12.50;Livree;point_relais;
CMD001369;C0270;2025-05-02;30;0,2;24,00;Livrée;point_relais;
CMD001369;C0270;2025-05-02;29;0,5;28.00;Livrée;point_relais;
CMD001370;C0010;02/05/2025;11;2;3.20;livrée;domicile;
CMD001370;C0010;2025-05-02;24;3;5.60;Livrée;Domicile;
CMD001370;C0010;02/05/2025;23;4;12.50;livrée;domicile;
CMD001370;C0010;2025-05-02;13;1;5.40;LIVREE;domicile;
CMD001370;C0010;2025-05-02;30;0.5;24,00;Livrée;domicile;
CMD001371;C0211;2025-05-02;35;2;3.90;livrée;retrait_ferme;
CMD001372;C0065;2025-05-02;16;0.5;8.50;Livree;domicile;
CMD001372;C0065;2025-05-02;11;0.5;3.20;livrée;domicile;
CMD001372;C0065;2025-05-02;33;3;4.20;LIVREE;domicile;
CMD001373;C0086;2025-05-02;1;3;4,20;livrée;point_relais;
CMD001374;C0217;2025-05-02;11;1;3.20;Livrée;domicile;
CMD001375;C0075;2025-05-02;3;0.5;3.60;Livrée;point_relais;
CMD001375;C0075;2025-05-02;1;0.5;4.20;livrée;point_relais;
CMD001376;C0042;2025-05-02;13;1;5.40;Livree;retrait_ferme;
CMD001376;C0042;2025-05-02;26;2;8.90;livrée;retrait_ferme;
CMD001376;C0042;2025-05-02;27;2;3.40;livrée;retrait_ferme;
CMD001377;C0038;2025-05-02;5;1;1.90;LIVREE;domicile;
CMD001377;C0038;2025-05-02;18;1;4,20;Livree;domicile;
CMD001378;C0060;02-05-25;12;1.5;3.50;livrée;domicile;
CMD001378;C0060;2025-05-02;1;3;4.20;Livree;domicile;
CMD001379;C0222;2025-05-02;39;1,5;4,90;Livree;retrait_ferme;
CMD001379;C0222;2025-05-02;39;1,5;4,90;Livree;retrait_ferme;
CMD001380;C0254;2025-05-02;22;3;4,80;Livree;Domicile;
CMD001380;C0254;02/05/2025;31;3;1.20;LIVREE;domicile;
CMD001381;C0185;2025-05-03;23;2;12.50;livrée;point_relais;
CMD001381;C0185;2025-05-03;34;4;4,80;Livrée;point_relais;
CMD001381;C0185;03/05/2025;24;2;5.60;Livrée;Point_relais;
CMD001381;C0185;2025-05-03;10;1.5;2,90;Livrée;point_relais;
CMD001381;C0185;2025-05-03;38;2;5.60;Livrée;point_relais;
CMD001382;C0272;2025-05-03;18;4;4.20;livrée;Domicile;
CMD001382;C0272;2025-05-03;20;4;8.20;livrée;domicile;
CMD001382;C0272;2025-05-03;6;1;1.40;Livrée;domicile;
CMD001382;C0272;2025-05-03;26;2;8.90;LIVREE;domicile;
CMD001382;C0272;2025-05-03;26;2;8.90;LIVREE;domicile;
CMD001382;C0272;2025-05-03;12;2;3.50;Livrée;Domicile;
CMD001383;C0016;2025-05-03;27;1;3.40;Livrée;point_relais;
CMD001383;C0016;2025-05-03;20;3;8.20;LIVREE;point_relais;
CMD001384;C0188;2025-05-03;8;0.5;2.60;LIVREE;retrait_ferme;
CMD001384;C0188;03/05/2025;40;3;3.50;Livree;retrait_ferme;
CMD001385;C0307;2025-05-03;3;1,5;3.60;Livrée;domicile;
CMD001385;C0307;03/05/2025;22;1;4.80;livrée;domicile;
CMD001386;C0112;2025-05-03;12;1.5;3.50;Livrée;domicile;
CMD001386;C0112;2025-05-03;21;4;9.90;LIVREE;domicile;
