date;ville;temp_max;pluie_mm
2025-12-02;Sète;6,4;13,5
2025-12-03;Sète;5,5;0,0
2025-12-04;Sète;13,7;0,0
2025-12-05;Sète;11,7;0,0
2025-12-06;Sète;9,9;0,0
2025-12-07;Sète;10,9;0,0
2025-12-08;Sète;;0,0
2025-12-09;Sète;9,5;0,0
2025-12-10;Sète;11,5;0,0
2025-12-11;Sète;14,1;1,5
2025-12-12;Sète;8,6;0,0
2025-12-13;Sète;8,7;0,0
2025-12-14;Sète;7,3;0,0
2025-12-15;Sète;1,8;0,0
2025-12-16;Sète;12,5;0,0
2025-12-17;Sète;3,2;15,7
2025-12-18;Sète;6,8;0,0
2025-12-19;Sète;10,6;0,0
2025-12-20;Sète;4,2;0,0
2025-12-21;Sète;9,8;0,0
2025-12-22;Sète;;0,0
2025-12-23;Sète;8,9;0,0
2025-12-24;Sète;6,0;0,0
2025-12-25;Sète;7,4;0,0
2025-12-26;Sète;15,2;8,5
2025-12-27;Sète;0,4;0,0
2025-12-28;Sète;2,7;0,0
2025-12-29;Sète;1,4;0,0
2025-12-30;Sète;7,0;0,0
2025-12-31;Sète;;5,0
2025-01-01;Béziers;5,6;8,1
2025-01-02;Béziers;8,6;0,0
2025-01-03;Béziers;11,1;0,0
2025-01-04;Béziers;12,4;0,0
2025-01-05;Béziers;6,2;0,0
2025-01-06;Béziers;4,4;0,0
2025-01-07;Béziers;5,5;6,4
2025-01-08;Béziers;9,9;0,0
2025-01-09;Béziers;3,6;0,0
2025-01-10;Béziers;8,9;0,0
2025-01-11;Béziers;2,2;8,9
2025-01-12;Béziers;8,4;0,0
2025-01-13;Béziers;7,9;0,0
2025-01-14;Béziers;5,6;2,9
2025-01-15;Béziers;4,9;0,0
2025-01-16;Béziers;13,0;0,0
2025-01-17;Béziers;7,4;0,0
2025-01-18;Béziers;4,7;12,2
2025-01-19;Béziers;1,7;13,0
2025-01-20;Béziers;3,6;0,0
2025-01-21;Béziers;7,2;0,0
2025-01-22;Béziers;9,8;0,0
2025-01-23;Béziers;7,4;0,0
2025-01-24;Béziers;8,5;0,0
2025-01-25;Béziers;2,0;0,0
2025-01-26;Béziers;2,5;0,0
2025-01-27;Béziers;8,6;0,0
2025-01-28;Béziers;1,6;7,1
2025-01-29;Béziers;14,2;0,0
2025-01-30;Béziers;4,9;0,0
2025-01-31;Béziers;7,1;20,5
2025-02-01;Béziers;9,0;0,0
2025-02-02;Béziers;13,1;0,0
2025-02-03;Béziers;5,2;0,0
2025-02-04;Béziers;11,2;0,0
2025-02-05;Béziers;-999;0,0
2025-02-06;Béziers;8,2;0,0
2025-02-07;Béziers;15,6;0,0
2025-02-08;Béziers;10,2;0,0
2025-02-09;Béziers;5,2;0,0
2025-02-10;Béziers;6,4;19,7
2025-02-11;Béziers;4,7;0,0
2025-02-12;Béziers;11,1;0,0
2025-02-13;Béziers;10,6;0,0
2025-02-14;Béziers;3,8;0,0
2025-02-15;Béziers;;0,0
2025-02-16;Béziers;5,8;0,0
2025-02-17;Béziers;6,4;0,0
2025-02-18;Béziers;5,3;0,0
2025-02-19;Béziers;7,6;0,0
2025-02-20;Béziers;15,9;0,0
2025-02-21;Béziers;10,8;0,0
2025-02-22;Béziers;7,7;0,0
2025-02-23;Béziers;12,9;0,0
2025-02-24;Béziers;2,6;6,3
2025-02-25;Béziers;9,7;0,0
2025-02-26;Béziers;10,1;0,0
2025-02-27;Béziers;8,4;2,5
2025-02-28;Béziers;10,9;0,0
2025-03-01;Béziers;11,1;0,0
2025-03-02;Béziers;12,3;0,0
2025-03-03;Béziers;9,6;0,0
2025-03-04;Béziers;7,1;0,0
2025-03-05;Béziers;11,6;22,5
2025-03-06;Béziers;6,7;0,0
2025-03-07;Béziers;8,5;0,0
2025-03-08;Béziers;5,0;1,4
2025-03-09;Béziers;7,3;0,0
2025-03-10;Béziers;8,0;0,0
2025-03-11;Béziers;13,2;0,0
2025-03-12;Béziers;15,6;0,0
2025-03-13;Béziers;8,8;4,6
2025-03-14;Béziers;11,2;0,0
2025-03-15;Béziers;5,7;4,4
2025-03-16;Béziers;2,8;0,0
2025-03-17;Béziers;10,1;0,0
2025-03-18;Béziers;16,0;16,2
2025-03-19;Béziers;16,6;0,0
2025-03-20;Béziers;13,5;0,0
2025-03-21;Béziers;10,6;0,0
2025-03-22;Béziers;8,1;0,0
2025-03-23;Béziers;11,5;0,0
2025-03-24;Béziers;12,1;0,0
2025-03-25;Béziers;13,7;0,0
2025-03-26;Béziers;11,6;11,7
2025-03-27;Béziers;13,9;0,0
2025-03-28;Béziers;18,3;0,0
2025-03-29;Béziers;11,5;0,0
2025-03-30;Béziers;17,6;26,5
2025-03-31;Béziers;14,0;0,0
2025-04-01;Béziers;16,0;
2025-04-02;Béziers;15,7;0,0
2025-04-03;Béziers;2,1;0,0
2025-04-04;Béziers;15,8;0,0
2025-04-05;Béziers;19,0;0,0
2025-04-06;Béziers;20,3;0,0
2025-04-07;Béziers;17,4;15,7
2025-04-08;Béziers;9,3;0,0
2025-04-09;Béziers;12,3;5,7
2025-04-10;Béziers;19,8;9,3
2025-04-11;Béziers;16,6;0,0
2025-04-12;Béziers;16,4;0,0
2025-04-13;Béziers;13,5;2,4
2025-04-14;Béziers;19,4;0,0
2025-04-15;Béziers;16,7;0,0
2025-04-16;Béziers;17,3;0,0
2025-04-17;Béziers;15,1;0,0
2025-04-18;Béziers;;0,0
2025-04-19;Béziers;16,7;0,0
2025-04-20;Béziers;22,9;0,0
2025-04-21;Béziers;10,4;0,0
2025-04-22;Béziers;25,4;5,5
2025-04-23;Béziers;17,4;22,3
2025-04-24;Béziers;16,1;0,0
2025-04-25;Béziers;20,1;0,0
2025-04-26;Béziers;14,0;0,0
2025-04-27;Béziers;18,9;0,0
2025-04-28;Béziers;15,6;1,0
2025-04-29;Béziers;17,1;0,0
2025-04-30;Béziers;18,8;0,0
2025-05-01;Béziers;19,6;0,0
2025-05-02;Béziers;20,1;
2025-05-03;Béziers;16,0;0,0
2025-05-04;Béziers;20,2;0,0
2025-05-05;Béziers;16,1;9,9
2025-05-06;Béziers;18,9;0,0
2025-05-07;Béziers;19,3;0,0
2025-05-08;Béziers;20,6;0,0
2025-05-09;Béziers;22,4;0,0
2025-05-10;Béziers;16,1;0,5
2025-05-11;Béziers;21,9;0,0
2025-05-12;Béziers;19,8;2,0
2025-05-13;Béziers;22,2;0,0
2025-05-14;Béziers;20,2;0,0
2025-05-15;Béziers;24,5;0,2
2025-05-16;Béziers;20,8;0,8
2025-05-17;Béziers;20,6;0,0
2025-05-18;Béziers;21,3;1,2
2025-05-19;Béziers;22,4;9,7
2025-05-20;Béziers;21,1;0,0
2025-05-21;Béziers;22,4;0,0
2025-05-22;Béziers;21,8;0,0
2025-05-23;Béziers;22,3;0,0
2025-05-24;Béziers;18,3;0,0
2025-05-25;Béziers;20,5;0,0
2025-05-26;Béziers;18,3;0,0
2025-05-27;Béziers;22,4;0,0
2025-05-28;Béziers;19,8;1,4
2025-05-29;Béziers;24,8;0,0
2025-05-30;Béziers;18,4;0,0
2025-05-31;Béziers;23,9;0,0
2025-06-01;Béziers;20,9;0,0
2025-06-02;Béziers;28,7;0,0
2025-06-03;Béziers;19,9;0,0
2025-06-04;Béziers;24,8;0,0
2025-06-05;Béziers;23,5;
2025-06-06;Béziers;22,5;0,0
2025-06-07;Béziers;24,4;0,0
2025-06-08;Béziers;23,2;0,0
2025-06-09;Béziers;29,5;0,0
2025-06-10;Béziers;29,8;9,7
2025-06-11;Béziers;-999;1,4
2025-06-12;Béziers;22,5;0,0
2025-06-13;Béziers;-999;5,3
2025-06-14;Béziers;25,6;2,4
2025-06-15;Béziers;25,8;0,0
2025-06-16;Béziers;20,5;0,0
2025-06-17;Béziers;23,2;0,0
2025-06-18;Béziers;26,5;11,3
2025-06-19;Béziers;27,7;0,0
2025-06-20;Béziers;19,4;0,0
2025-06-21;Béziers;-999;0,0
2025-06-22;Béziers;26,2;0,0
2025-06-23;Béziers;23,4;0,0
2025-06-24;Béziers;26,0;0,0
2025-06-25;Béziers;24,0;0,9
2025-06-26;Béziers;25,2;0,0
2025-06-27;Béziers;23,2;27,2
2025-06-28;Béziers;24,3;0,0
2025-06-29;Béziers;32,3;0,0
2025-06-30;Béziers;26,8;0,0
2025-07-01;Béziers;24,9;0,0
2025-07-02;Béziers;25,6;0,0
2025-07-03;Béziers;-999;2,7
2025-07-04;Béziers;25,1;0,0
2025-07-05;Béziers;19,6;0,0
2025-07-06;Béziers;27,2;0,0
2025-07-07;Béziers;19,8;0,0
2025-07-08;Béziers;25,8;1,0
2025-07-09;Béziers;29,2;0,0
2025-07-10;Béziers;24,7;0,0
2025-07-11;Béziers;27,3;0,0
2025-07-12;Béziers;31,1;0,0
2025-07-13;Béziers;24,1;0,0
2025-07-14;Béziers;30,9;0,0
2025-07-15;Béziers;26,5;0,0
2025-07-16;Béziers;24,4;0,0
2025-07-17;Béziers;27,9;0,0
2025-07-18;Béziers;30,2;4,5
2025-07-19;Béziers;31,0;0,0
2025-07-20;Béziers;24,8;1,1
2025-07-21;Béziers;24,5;2,5
2025-07-22;Béziers;32,6;0,0
2025-07-23;Béziers;31,0;0,0
2025-07-24;Béziers;27,5;0,0
2025-07-25;Béziers;23,7;10,3
2025-07-26;Béziers;23,2;0,0
2025-07-27;Béziers;27,8;0,0
2025-07-28;Béziers;28,5;0,0
2025-07-29;Béziers;26,8;0,0
2025-07-30;Béziers;29,9;8,5
2025-07-31;Béziers;28,5;0,0
2025-08-01;Béziers;25,2;0,0
2025-08-02;Béziers;30,9;0,0
2025-08-03;Béziers;;0,0
2025-08-04;Béziers;25,1;0,0
2025-08-05;Béziers;22,2;0,0
2025-08-06;Béziers;31,3;0,0
2025-08-07;Béziers;25,9;27,4
2025-08-08;Béziers;33,5;0,0
2025-08-09;Béziers;22,3;4,0
2025-08-10;Béziers;26,2;0,0
2025-08-11;Béziers;28,6;0,0
2025-08-12;Béziers;28,8;0,0
2025-08-13;Béziers;27,1;0,0
2025-08-14;Béziers;-999;0,0
2025-08-15;Béziers;28,6;27,5
2025-08-16;Béziers;25,7;0,0
2025-08-17;Béziers;26,1;0,0
2025-08-18;Béziers;22,0;0,0
2025-08-19;Béziers;25,5;15,6
2025-08-20;Béziers;29,1;0,0
2025-08-21;Béziers;26,3;0,0
2025-08-22;Béziers;29,1;2,7
2025-08-23;Béziers;24,6;1,5
2025-08-24;Béziers;27,0;0,0
2025-08-25;Béziers;29,7;20,9
2025-08-26;Béziers;24,7;0,0
2025-08-27;Béziers;25,2;0,0
2025-08-28;Béziers;25,2;1,7
2025-08-29;Béziers;29,6;0,0
2025-08-30;Béziers;25,1;0,0
2025-08-31;Béziers;28,1;0,0
2025-09-01;Béziers;27,0;0,0
2025-09-02;Béziers;24,8;0,0
2025-09-03;Béziers;17,2;0,0
2025-09-04;Béziers;;0,0
2025-09-05;Béziers;22,7;0,0
2025-09-06;Béziers;17,8;0,0
2025-09-07;Béziers;27,3;0,0
2025-09-08;Béziers;22,1;0,0
2025-09-09;Béziers;20,9;3,5
2025-09-10;Béziers;22,5;0,0
2025-09-11;Béziers;23,5;0,8
2025-09-12;Béziers;20,4;0,0
2025-09-13;Béziers;22,4;11,5
2025-09-14;Béziers;21,9;0,0
2025-09-15;Béziers;19,3;0,0
2025-09-16;Béziers;24,4;0,0
2025-09-17;Béziers;27,5;0,0
2025-09-18;Béziers;14,8;0,0
2025-09-19;Béziers;24,1;0,0
2025-09-20;Béziers;17,7;0,0
2025-09-21;Béziers;22,1;0,0
2025-09-22;Béziers;21,1;0,0
2025-09-23;Béziers;15,5;0,0
2025-09-24;Béziers;24,7;0,0
2025-09-25;Béziers;22,3;0,0
2025-09-26;Béziers;18,5;0,0
2025-09-27;Béziers;21,8;1,9
2025-09-28;Béziers;24,9;0,0
2025-09-29;Béziers;;0,4
2025-09-30;Béziers;19,6;0,0
2025-10-01;Béziers;23,4;0,0
2025-10-02;Béziers;20,2;0,0
2025-10-03;Béziers;23,4;0,0
2025-10-04;Béziers;20,0;43,3
2025-10-05;Béziers;16,2;0,0
2025-10-06;Béziers;19,5;0,0
2025-10-07;Béziers;19,4;0,0
2025-10-08;Béziers;14,9;3,3
2025-10-09;Béziers;25,3;0,0
2025-10-10;Béziers;19,5;0,0
2025-10-11;Béziers;15,7;8,1
2025-10-12;Béziers;18,4;0,0
2025-10-13;Béziers;19,4;0,0
2025-10-14;Béziers;22,9;0,0
2025-10-15;Béziers;22,5;0,0
2025-10-16;Béziers;20,3;0,0
2025-10-17;Béziers;16,1;0,0
2025-10-18;Béziers;19,5;0,0
2025-10-19;Béziers;18,5;4,9
2025-10-20;Béziers;20,6;0,0
2025-10-21;Béziers;17,3;0,0
2025-10-22;Béziers;18,3;0,0
2025-10-23;Béziers;17,3;0,0
2025-10-24;Béziers;20,6;3,8
2025-10-25;Béziers;11,5;0,0
2025-10-26;Béziers;17,0;0,0
2025-10-27;Béziers;14,8;0,0
2025-10-28;Béziers;15,7;7,0
2025-10-29;Béziers;18,4;0,0
2025-10-30;Béziers;17,7;0,0
2025-10-31;Béziers;19,4;0,0
2025-11-01;Béziers;13,9;6,2
2025-11-02;Béziers;;0,0
2025-11-03;Béziers;13,0;0,0
2025-11-04;Béziers;12,1;8,0
2025-11-05;Béziers;14,5;0,0
2025-11-06;Béziers;16,4;0,0
2025-11-07;Béziers;16,5;8,0
2025-11-08;Béziers;15,3;0,0
2025-11-09;Béziers;11,3;0,0
2025-11-10;Béziers;9,8;0,0
2025-11-11;Béziers;15,6;8,0
2025-11-12;Béziers;14,0;0,0
2025-11-13;Béziers;18,6;0,0
2025-11-14;Béziers;12,7;8,7
2025-11-15;Béziers;12,7;0,0
2025-11-16;Béziers;14,2;6,2
2025-11-17;Béziers;6,9;0,8
2025-11-18;Béziers;12,8;0,0
2025-11-19;Béziers;11,3;10,3
2025-11-20;Béziers;10,4;0,0
2025-11-21;Béziers;8,6;0,0
2025-11-22;Béziers;9,2;0,0
2025-11-23;Béziers;12,0;0,0
2025-11-24;Béziers;14,8;0,0
2025-11-25;Béziers;10,5;0,0
2025-11-26;Béziers;11,2;0,0
2025-11-27;Béziers;14,7;0,0
2025-11-28;Béziers;11,0;0,0
2025-11-29;Béziers;12,6;0,0
2025-11-30;Béziers;8,1;0,4
2025-12-01;Béziers;7,5;24,4
2025-12-02;Béziers;7,5;0,0
2025-12-03;Béziers;12,1;0,0
2025-12-04;Béziers;10,6;4,0
2025-12-05;Béziers;;0,0
2025-12-06;Béziers;10,0;0,0
2025-12-07;Béziers;9,3;0,0
2025-12-08;Béziers;6,4;0,0
2025-12-09;Béziers;11,3;0,0
2025-12-10;Béziers;13,9;0,0
2025-12-11;Béziers;8,4;0,0
2025-12-12;Béziers;7,9;0,0
2025-12-13;Béziers;6,0;0,0
2025-12-14;Béziers;11,7;0,0
2025-12-15;Béziers;15,7;0,0
2025-12-16;Béziers;6,8;0,0
2025-12-17;Béziers;14,8;4,9
2025-12-18;Béziers;3,7;6,4
2025-12-19;Béziers;13,6;0,0
2025-12-20;Béziers;9,3;0,0
2025-12-21;Béziers;7,0;0,0
2025-12-22;Béziers;5,1;0,0
2025-12-23;Béziers;3,1;0,0
2025-12-24;Béziers;5,4;0,3
2025-12-25;Béziers;5,9;10,0
2025-12-26;Béziers;10,3;0,0
2025-12-27;Béziers;8,2;0,0
2025-12-28;Béziers;8,4;0,0
2025-12-29;Béziers;10,2;0,0
2025-12-30;Béziers;12,1;5,3
2025-12-31;Béziers;6,4;0,0
2025-01-01;Lodève;7,8;24,0
2025-01-02;Lodève;6,0;0,0
2025-01-03;Lodève;5,0;0,0
2025-01-04;Lodève;11,6;0,0
2025-01-05;Lodève;4,0;6,3
2025-01-06;Lodève;1,9;6,6
2025-01-07;Lodève;13,7;0,0
2025-01-08;Lodève;11,9;0,0
2025-01-09;Lodève;3,5;0,0
2025-01-10;Lodève;8,3;0,0
2025-01-11;Lodève;6,0;0,0
2025-01-12;Lodève;11,0;0,0
2025-01-13;Lodève;7,2;0,0
2025-01-14;Lodève;1,5;0,0
2025-01-15;Lodève;7,2;0,0
2025-01-16;Lodève;9,2;0,0
2025-01-17;Lodève;-999;19,7
2025-01-18;Lodève;8,2;0,0
2025-01-19;Lodève;6,9;1,8
2025-01-20;Lodève;;8,2
2025-01-21;Lodève;4,4;0,0
2025-01-22;Lodève;7,1;0,0
2025-01-23;Lodève;12,1;0,0
2025-01-24;Lodève;4,7;0,0
2025-01-25;Lodève;5,6;0,0
2025-01-26;Lodève;1,9;0,0
2025-01-27;Lodève;14,5;0,0
2025-01-28;Lodève;7,2;
2025-01-29;Lodève;10,2;0,8
2025-01-30;Lodève;4,2;0,0
2025-01-31;Lodève;0,3;0,0
2025-02-01;Lodève;9,3;0,0
2025-02-02;Lodève;4,9;8,6
2025-02-03;Lodève;6,9;0,0
2025-02-04;Lodève;9,5;0,0
2025-02-05;Lodève;4,4;0,0
2025-02-06;Lodève;9,2;0,0
2025-02-07;Lodève;12,1;0,0
2025-02-08;Lodève;;24,5
2025-02-09;Lodève;10,1;0,0
2025-02-10;Lodève;2,0;0,0
2025-02-11;Lodève;12,4;0,0
2025-02-12;Lodève;10,5;0,0
2025-02-13;Lodève;6,2;0,0
2025-02-14;Lodève;7,5;0,0
2025-02-15;Lodève;4,7;0,0
2025-02-16;Lodève;4,5;0,0
2025-02-17;Lodève;9,6;0,0
2025-02-18;Lodève;9,0;0,0
2025-02-19;Lodève;6,9;0,0
2025-02-20;Lodève;7,8;3,2
2025-02-21;Lodève;9,0;0,0
2025-02-22;Lodève;7,4;11,6
2025-02-23;Lodève;9,0;0,2
2025-02-24;Lodève;9,4;0,0
2025-02-25;Lodève;5,5;0,0
2025-02-26;Lodève;8,5;0,0
2025-02-27;Lodève;7,0;0,0
2025-02-28;Lodève;5,6;0,0
2025-03-01;Lodève;10,5;0,0
2025-03-02;Lodève;6,5;0,0
2025-03-03;Lodève;9,5;7,4
2025-03-04;Lodève;12,4;0,0
2025-03-05;Lodève;12,6;6,3
2025-03-06;Lodève;7,4;0,0
2025-03-07;Lodève;9,1;0,0
2025-03-08;Lodève;9,3;0,0
2025-03-09;Lodève;8,3;29,9
2025-03-10;Lodève;6,2;0,0
2025-03-11;Lodève;16,5;0,0
2025-03-12;Lodève;3,8;0,0
2025-03-13;Lodève;7,9;0,0
2025-03-14;Lodève;13,8;0,0
2025-03-15;Lodève;14,3;0,0
2025-03-16;Lodève;10,2;2,7
2025-03-17;Lodève;13,0;0,0
2025-03-18;Lodève;10,9;0,0
2025-03-19;Lodève;13,1;8,5
2025-03-20;Lodève;16,6;0,0
2025-03-21;Lodève;19,3;5,4
2025-03-22;Lodève;16,4;0,0
2025-03-23;Lodève;14,1;6,7
2025-03-24;Lodève;14,3;0,0
2025-03-25;Lodève;17,1;0,0
2025-03-26;Lodève;8,7;0,0
2025-03-27;Lodève;12,2;0,0
2025-03-28;Lodève;11,8;7,1
2025-03-29;Lodève;11,9;0,4
2025-03-30;Lodève;13,5;0,0
2025-03-31;Lodève;14,3;0,0
2025-04-01;Lodève;16,2;4,2
2025-04-02;Lodève;14,9;0,0
2025-04-03;Lodève;14,5;0,0
2025-04-04;Lodève;12,3;0,0
2025-04-05;Lodève;15,6;0,0
2025-04-06;Lodève;14,6;0,0
2025-04-07;Lodève;8,2;0,0
2025-04-08;Lodève;9,0;11,3
2025-04-09;Lodève;18,8;4,4
2025-04-10;Lodève;11,9;0,0
2025-04-11;Lodève;17,8;0,0
2025-04-12;Lodève;13,4;0,0
2025-04-13;Lodève;14,1;1,8
2025-04-14;Lodève;15,8;0,0
2025-04-15;Lodève;15,3;0,0
2025-04-16;Lodève;18,2;0,0
2025-04-17;Lodève;;0,0
2025-04-18;Lodève;17,6;0,0
2025-04-19;Lodève;14,5;0,0
2025-04-20;Lodève;18,2;0,0
2025-04-21;Lodève;16,9;0,0
2025-04-22;Lodève;20,1;0,0
2025-04-23;Lodève;18,5;0,0
2025-04-24;Lodève;20,1;0,0
2025-04-25;Lodève;20,0;0,0
2025-04-26;Lodève;11,1;0,0
2025-04-27;Lodève;15,5;0,0
2025-04-28;Lodève;24,6;0,0
2025-04-29;Lodève;19,1;0,0
2025-04-30;Lodève;19,5;4,8
2025-05-01;Lodève;20,7;0,0
2025-05-02;Lodève;19,9;0,0
2025-05-03;Lodève;20,3;0,0
2025-05-04;Lodève;20,1;0,0
2025-05-05;Lodève;21,4;4,2
2025-05-06;Lodève;-999;0,0
2025-05-07;Lodève;18,2;0,0
2025-05-08;Lodève;20,6;0,0
2025-05-09;Lodève;18,9;0,0
2025-05-10;Lodève;18,2;
2025-05-11;Lodève;;0,0
2025-05-12;Lodève;20,2;0,0
2025-05-13;Lodève;19,8;0,0
2025-05-14;Lodève;21,5;0,0
2025-05-15;Lodève;21,7;5,8
2025-05-16;Lodève;14,7;0,0
2025-05-17;Lodève;22,0;0,0
2025-05-18;Lodève;19,6;0,0
2025-05-19;Lodève;23,7;0,0
2025-05-20;Lodève;21,0;0,0
2025-05-21;Lodève;27,6;0,0
2025-05-22;Lodève;20,9;0,0
2025-05-23;Lodève;22,3;0,0
2025-05-24;Lodève;25,6;0,0
2025-05-25;Lodève;24,7;0,0
2025-05-26;Lodève;27,1;0,0
2025-05-27;Lodève;26,2;0,0
2025-05-28;Lodève;25,2;0,0
2025-05-29;Lodève;21,0;5,3
2025-05-30;Lodève;22,7;0,0
2025-05-31;Lodève;23,6;0,0
2025-06-01;Lodève;24,9;0,0
2025-06-02;Lodève;20,0;4,4
2025-06-03;Lodève;18,8;0,0
2025-06-04;Lodève;23,3;0,0
2025-06-05;Lodève;23,1;0,0
2025-06-06;Lodève;23,9;3,9
2025-06-07;Lodève;30,6;0,0
2025-06-08;Lodève;21,6;0,0
2025-06-09;Lodève;;0,0
2025-06-10;Lodève;22,7;0,0
2025-06-11;Lodève;24,7;0,0
2025-06-12;Lodève;26,9;0,0
2025-06-13;Lodève;23,4;0,0
2025-06-14;Lodève;19,9;0,0
2025-06-15;Lodève;;0,0
2025-06-16;Lodève;;0,0
2025-06-17;Lodève;28,8;0,0
2025-06-18;Lodève;25,7;0,0
2025-06-19;Lodève;23,4;0,0
2025-06-20;Lodève;25,8;0,0
2025-06-21;Lodève;26,8;0,0
2025-06-22;Lodève;23,7;0,0
2025-06-23;Lodève;27,5;0,0
2025-06-24;Lodève;27,9;0,0
2025-06-25;Lodève;26,3;0,0
2025-06-26;Lodève;27,1;0,0
2025-06-27;Lodève;20,6;0,0
2025-06-28;Lodève;23,9;4,1
2025-06-29;Lodève;24,8;0,0
2025-06-30;Lodève;29,4;0,0
2025-07-01;Lodève;27,4;0,0
2025-07-02;Lodève;24,7;2,5
2025-07-03;Lodève;24,0;0,0
2025-07-04;Lodève;23,4;0,0
2025-07-05;Lodève;27,4;0,3
2025-07-06;Lodève;24,6;0,0
2025-07-07;Lodève;24,6;7,2
2025-07-08;Lodève;29,2;0,0
2025-07-09;Lodève;26,1;0,0
2025-07-10;Lodève;30,5;0,0
2025-07-11;Lodève;24,6;0,0
2025-07-12;Lodève;27,4;0,0
2025-07-13;Lodève;31,6;0,0
2025-07-14;Lodève;26,5;0,0
2025-07-15;Lodève;28,2;0,0
2025-07-16;Lodève;28,5;4,5
2025-07-17;Lodève;24,5;12,8
2025-07-18;Lodève;19,3;0,0
2025-07-19;Lodève;29,2;0,0
2025-07-20;Lodève;30,0;0,0
2025-07-21;Lodève;23,5;0,0
2025-07-22;Lodève;30,1;0,0
2025-07-23;Lodève;24,4;15,2
2025-07-24;Lodève;30,3;0,0
2025-07-25;Lodève;;0,0
2025-07-26;Lodève;29,0;0,1
2025-07-27;Lodève;26,6;0,0
2025-07-28;Lodève;26,9;3,1
2025-07-29;Lodève;26,1;0,0
2025-07-30;Lodève;27,0;0,0
2025-07-31;Lodève;27,1;0,0
2025-08-01;Lodève;30,2;0,0
2025-08-02;Lodève;27,1;0,0
2025-08-03;Lodève;26,1;0,0
2025-08-04;Lodève;23,5;0,0
2025-08-05;Lodève;24,9;0,0
2025-08-06;Lodève;22,9;0,0
2025-08-07;Lodève;32,4;6,6
2025-08-08;Lodève;26,6;23,9
2025-08-09;Lodève;31,5;0,0
2025-08-10;Lodève;24,1;4,5
2025-08-11;Lodève;30,1;0,0
2025-08-12;Lodève;24,9;0,0
2025-08-13;Lodève;20,4;0,0
2025-08-14;Lodève;31,6;0,0
2025-08-15;Lodève;24,0;0,0
2025-08-16;Lodève;24,7;0,0
2025-08-17;Lodève;27,6;0,0
2025-08-18;Lodève;28,3;0,0
2025-08-19;Lodève;23,4;0,3
2025-08-20;Lodève;27,3;0,0
2025-08-21;Lodève;23,5;0,0
2025-08-22;Lodève;25,4;13,9
2025-08-23;Lodève;31,6;6,9
2025-08-24;Lodève;24,4;0,0
2025-08-25;Lodève;27,5;0,0
2025-08-26;Lodève;29,0;0,0
2025-08-27;Lodève;20,5;0,0
2025-08-28;Lodève;23,8;18,6
2025-08-29;Lodève;22,7;0,0
2025-08-30;Lodève;23,6;0,0
2025-08-31;Lodève;24,3;0,0
2025-09-01;Lodève;23,2;0,0
2025-09-02;Lodève;26,3;0,0
2025-09-03;Lodève;24,5;0,0
2025-09-04;Lodève;29,6;0,0
2025-09-05;Lodève;23,7;0,0
2025-09-06;Lodève;22,7;0,0
2025-09-07;Lodève;24,5;0,0
2025-09-08;Lodève;28,6;0,0
2025-09-09;Lodève;18,9;0,0
2025-09-10;Lodève;19,9;0,0
2025-09-11;Lodève;22,5;0,0
2025-09-12;Lodève;22,4;0,0
2025-09-13;Lodève;25,9;0,0
2025-09-14;Lodève;25,8;0,0
2025-09-15;Lodève;21,1;0,0
2025-09-16;Lodève;22,1;0,0
2025-09-17;Lodève;15,2;2,9
2025-09-18;Lodève;15,9;0,0
2025-09-19;Lodève;19,8;0,0
2025-09-20;Lodève;19,2;0,0
2025-09-21;Lodève;22,8;0,0
2025-09-22;Lodève;19,0;0,0
2025-09-23;Lodève;22,3;0,0
2025-09-24;Lodève;-999;4,6
2025-09-25;Lodève;25,9;0,0
2025-09-26;Lodève;24,8;1,2
2025-09-27;Lodève;29,8;8,6
2025-09-28;Lodève;24,5;1,2
2025-09-29;Lodève;23,1;0,0
2025-09-30;Lodève;14,4;0,2
2025-10-01;Lodève;25,3;0,0
2025-10-02;Lodève;15,5;8,9
2025-10-03;Lodève;17,4;9,2
2025-10-04;Lodève;22,2;0,0
2025-10-05;Lodève;21,0;0,0
2025-10-06;Lodève;20,5;0,0
2025-10-07;Lodève;23,2;0,0
2025-10-08;Lodève;17,0;0,0
2025-10-09;Lodève;16,3;20,0
2025-10-10;Lodève;17,1;0,0
2025-10-11;Lodève;19,5;0,0
2025-10-12;Lodève;16,3;0,0
2025-10-13;Lodève;18,9;0,0
2025-10-14;Lodève;19,3;0,1
2025-10-15;Lodève;12,2;0,0
2025-10-16;Lodève;15,3;0,0
2025-10-17;Lodève;15,6;4,1
2025-10-18;Lodève;17,2;3,4
2025-10-19;Lodève;10,6;1,6
2025-10-20;Lodève;13,9;20,0
2025-10-21;Lodève;16,2;0,0
2025-10-22;Lodève;20,1;0,0
2025-10-23;Lodève;21,0;0,0
2025-10-24;Lodève;11,6;0,0
2025-10-25;Lodève;20,6;0,0
2025-10-26;Lodève;20,6;4,1
2025-10-27;Lodève;13,8;0,0
2025-10-28;Lodève;16,1;0,0
2025-10-29;Lodève;13,6;0,0
2025-10-30;Lodève;18,7;0,0
2025-10-31;Lodève;16,3;9,4
2025-11-01;Lodève;16,7;0,0
2025-11-02;Lodève;16,5;0,0
2025-11-03;Lodève;17,9;0,0
2025-11-04;Lodève;12,2;0,0
2025-11-05;Lodève;14,1;0,0
